GENE ID	LOCUS TAG	PRODUCT NAME	SCAFFOLD ID	GENE SEQ LENGTH	READS COUNT	COVERAGE	 MEDIAN	READS COUNT ANTISENSE	COVERAGE ANTISENSE	MEDIAN ANTISENSE
3300055431 assembled Ga0505481_16041_2_637	null	cathepsin B	Ga0505481_16041	636	196	1.68564108380649e-08	37	0	0	0
3300055431 assembled Ga0505481_04004_1_1134	null	glucose/arabinose dehydrogenase	Ga0505481_04004	1134	492	2.37311180765242e-08	63	0	0	0
3300055431 assembled Ga0505481_16848_89_481	null	ribosomal protein L29	Ga0505481_16848	393	171	2.37996029639169e-08	60	0	0	0
3300055431 assembled Ga0505481_03347_943_1353	null	hypothetical protein	Ga0505481_03347	411	1169	1.55574653105018e-07	389	0	0	0
3300055431 assembled Ga0505481_07859_57_296	null	hypothetical protein	Ga0505481_07859	240	44	1.00278444067264e-08	14	0	0	0
3300055431 assembled Ga0505481_14643_19_681	null	hypothetical protein	Ga0505481_14643	663	74	6.10498137472441e-09	15	0	0	0
3300055431 assembled Ga0505481_03799_2_706	null	hypothetical protein	Ga0505481_03799	705	847	6.57143846228027e-08	165	38	2.9482250480124e-09	0
3300055431 assembled Ga0505481_13667_52_714	null	predicted ribosome quality control (RQC) complex YloA/Tae2 family protein	Ga0505481_13667	663	172	1.41899567088189e-08	31	0	0	0
3300055431 assembled Ga0505481_19090_336_560	null	hypothetical protein	Ga0505481_19090	225	6	1.45859555006929e-09	0	20	4.86198516689764e-09	12
3300055431 assembled Ga0505481_14627_289_657	null	protein dpy-30	Ga0505481_14627	369	61	9.0421065603889e-09	8	0	0	0
3300055431 assembled Ga0505481_15254_86_541	null	hypothetical protein	Ga0505481_15254	456	40	4.79801167785951e-09	7	0	0	0
3300055431 assembled Ga0505481_10163_243_620	null	hypothetical protein	Ga0505481_10163	378	95	1.37466842516451e-08	18	0	0	0
3300055431 assembled Ga0505481_17845_1_363	null	F0F1-type ATP synthase gamma subunit	Ga0505481_17845	363	71	1.06983764519545e-08	18	0	0	0
3300055431 assembled Ga0505481_08149_3_926	null	hypothetical protein	Ga0505481_08149	924	106	6.27480228520069e-09	14	0	0	0
3300055431 assembled Ga0505481_06888_911_1033	null	hypothetical protein	Ga0505481_06888	123	30	1.33408129579508e-08	12	0	0	0
3300055431 assembled Ga0505481_11205_311_658	null	hypothetical protein	Ga0505481_11205	348	104	1.63463294404317e-08	26	0	0	0
3300055431 assembled Ga0505481_05490_10_1119	null	hypothetical protein	Ga0505481_05490	1110	148	7.29297775034646e-09	21	0	0	0
3300055431 assembled Ga0505481_01332_1884_2006	null	hypothetical protein	Ga0505481_01332	123	36	1.6008975549541e-08	19	0	0	0
3300055431 assembled Ga0505481_24118_2_523	null	hypothetical protein	Ga0505481_24118	522	99	1.03736321448894e-08	29	0	0	0
3300055431 assembled Ga0505481_15835_50_625	null	large subunit ribosomal protein L9e	Ga0505481_15835	576	196	1.861228696703e-08	46.5	0	0	0
3300055431 assembled Ga0505481_05335_2_1159	null	transcription elongation factor SPT6	Ga0505481_05335	1158	145	6.84897521891345e-09	17	0	0	0
3300055431 assembled Ga0505481_01074_162_887	null	hypothetical protein	Ga0505481_01074	726	295	2.22255003755393e-08	42	0	0	0
3300055431 assembled Ga0505481_05970_37_1050	null	membrane associated rhomboid family serine protease	Ga0505481_05970	1014	440	2.37345429745003e-08	54	0	0	0
3300055431 assembled Ga0505481_04912_190_987	null	catalase (peroxidase I)	Ga0505481_04912	798	3430	2.35102572215116e-07	486.5	0	0	0
3300055431 assembled Ga0505481_04587_240_1127	null	hypothetical protein	Ga0505481_04587	888	697	4.29324788174956e-08	94	0	0	0
3300055431 assembled Ga0505481_22402_7_174	null	small subunit ribosomal protein S28e	Ga0505481_22402	168	97	3.1581198293911e-08	67	0	0	0
3300055431 assembled Ga0505481_13859_3_299	null	hypothetical protein	Ga0505481_13859	297	68	1.25232951268576e-08	32	0	0	0
3300055431 assembled Ga0505481_01985_89_1741	null	hypothetical protein	Ga0505481_01985	1653	562	1.85964314686693e-08	44	0	0	0
3300055431 assembled Ga0505481_02021_763_1011	null	hypothetical protein	Ga0505481_02021	249	259	5.68940131728835e-08	130	2	4.39336009057015e-10	0
3300055431 assembled Ga0505481_20506_16_570	null	tubulin beta	Ga0505481_20506	555	99	9.75682158492296e-09	16	0	0	0
3300055431 assembled Ga0505481_07092_120_956	null	hypothetical protein	Ga0505481_07092	837	280	1.82977936388621e-08	41	0	0	0
3300055431 assembled Ga0505481_24899_3_509	null	hypothetical protein	Ga0505481_24899	507	70	7.55190003734101e-09	22	0	0	0
3300055431 assembled Ga0505481_20609_462_569	null	hypothetical protein	Ga0505481_20609	108	124	6.28006417390945e-08	88	0	0	0
3300055431 assembled Ga0505481_17513_2_622	null	large subunit ribosomal protein L1	Ga0505481_17513	621	173	1.52377433672698e-08	32	0	0	0
3300055431 assembled Ga0505481_21654_398_553	null	hypothetical protein	Ga0505481_21654	156	12	4.20748716366142e-09	6	0	0	0
3300055431 assembled Ga0505481_07375_865_999	null	hypothetical protein	Ga0505481_07375	135	26	1.05343011949449e-08	6	0	0	0
3300055431 assembled Ga0505481_22625_2_478	null	hypothetical protein	Ga0505481_22625	477	41	4.70144792082083e-09	9	0	0	0
3300055431 assembled Ga0505481_22876_116_466	null	F0F1-type ATP synthase membrane subunit b/b'	Ga0505481_22876	351	52	8.10330861149606e-09	16	3	4.67498573740158e-10	0
3300055431 assembled Ga0505481_11881_3_770	null	transketolase	Ga0505481_11881	768	507	3.61087863225162e-08	108	0	0	0
3300055431 assembled Ga0505481_19562_1_396	null	small subunit ribosomal protein S2e	Ga0505481_19562	396	91	1.25693366530592e-08	34	0	0	0
3300055431 assembled Ga0505481_04836_486_953	null	hypothetical protein	Ga0505481_04836	468	184	2.15049343920472e-08	45	0	0	0
3300055431 assembled Ga0505481_22159_3_545	null	hypothetical protein	Ga0505481_22159	543	77	7.75634374000935e-09	13	0	0	0
3300055431 assembled Ga0505481_20396_9_536	null	elongation factor 3	Ga0505481_20396	528	32	3.31498988652112e-09	9	0	0	0
3300055431 assembled Ga0505481_07442_3_632	null	outer membrane protein assembly factor BamB	Ga0505481_07442	630	52	4.51470051211924e-09	9	0	0	0
3300055431 assembled Ga0505481_06509_851_1039	null	aarF domain-containing kinase	Ga0505481_06509	189	77	2.22840986816142e-08	36	0	0	0
3300055431 assembled Ga0505481_14564_92_691	null	uncharacterized protein YjbI with pentapeptide repeats	Ga0505481_14564	600	46	4.19346220644921e-09	10	0	0	0
3300055431 assembled Ga0505481_08767_23_829	null	elongation factor 1-alpha	Ga0505481_08767	807	195	1.32168277074123e-08	31	0	0	0
3300055431 assembled Ga0505481_24748_9_491	null	hypothetical protein	Ga0505481_24748	483	60	6.79469976740353e-09	13	0	0	0
3300055431 assembled Ga0505481_13546_1_255	null	hypothetical protein	Ga0505481_13546	255	16	3.4319895295748e-09	11	0	0	0
3300055431 assembled Ga0505481_15820_64_588	null	hypothetical protein	Ga0505481_15820	525	115	1.19813205898549e-08	26	0	0	0
3300055431 assembled Ga0505481_16023_178_372	null	hypothetical protein	Ga0505481_16023	195	57	1.59884512219134e-08	19	0	0	0
3300055431 assembled Ga0505481_06844_1_99	null	1,4-alpha-glucan branching enzyme	Ga0505481_06844	99	30	1.65749494326056e-08	30	0	0	0
3300055431 assembled Ga0505481_19387_2_547	null	hypothetical protein	Ga0505481_19387	546	87	8.71550912472722e-09	24	0	0	0
3300055431 assembled Ga0505481_00650_80_2428	null	diketogulonate reductase-like aldo/keto reductase	Ga0505481_00650	2349	6254	1.45626701311197e-07	297	0	0	0
3300055431 assembled Ga0505481_08489_289_753	null	GTP-binding protein SAR1	Ga0505481_08489	465	8016	9.42911445915761e-07	2130	0	0	0
3300055431 assembled Ga0505481_11040_1_75	null	hypothetical protein	Ga0505481_11040	75	33	2.40668265761433e-08	3	0	0	0
3300055431 assembled Ga0505481_00726_77_2341	null	vesicle-fusing ATPase	Ga0505481_00726	2265	2097	5.06403123923064e-08	67	0	0	0
3300055431 assembled Ga0505481_03820_9_650	null	hypothetical protein	Ga0505481_03820	642	6	5.11190029229892e-10	0	94	8.00864379126831e-09	18
3300055431 assembled Ga0505481_11404_244_669	null	myosin-1	Ga0505481_11404	426	244	3.13289889275446e-08	70	0	0	0
3300055431 assembled Ga0505481_03622_897_1130	null	hypothetical protein	Ga0505481_03622	234	1002	2.34216785443819e-07	425	0	0	0
3300055431 assembled Ga0505481_16539_281_643	null	hypothetical protein	Ga0505481_16539	363	50	7.53406792391163e-09	20	14	2.10953901869526e-09	0
3300055431 assembled Ga0505481_01356_282_1766	null	hypothetical protein	Ga0505481_01356	1485	2008	7.39611076903823e-08	129	0	0	0
3300055431 assembled Ga0505481_17013_156_599	null	histone H2A	Ga0505481_17013	444	52	6.40599396989892e-09	10	0	0	0
3300055431 assembled Ga0505481_20513_444_569	null	hypothetical protein	Ga0505481_20513	126	29	1.25890687357171e-08	10	0	0	0
3300055431 assembled Ga0505481_04929_248_868	null	LRR receptor-like serine/threonine-protein kinase FLS2	Ga0505481_04929	621	303	2.66880707530794e-08	52	0	0	0
3300055431 assembled Ga0505481_06184_279_1088	null	Leucine-rich repeat (LRR) protein	Ga0505481_06184	810	2708	1.82864664332761e-07	358	0	0	0
3300055431 assembled Ga0505481_23276_94_510	null	uncharacterized membrane protein YjjB (DUF3815 family)	Ga0505481_23276	417	80	1.04934931659661e-08	26	0	0	0
3300055431 assembled Ga0505481_24805_2_91	null	hypothetical protein	Ga0505481_24805	90	44	2.6740918417937e-08	44	2	1.21549629172441e-09	2
3300055431 assembled Ga0505481_00082_3066_3245	null	hypothetical protein	Ga0505481_00082	180	267	8.11343774726043e-08	100	0	0	0
3300055431 assembled Ga0505481_23715_3_113	null	uncharacterized protein	Ga0505481_23715	111	4	1.9710750676612e-09	4	0	0	0
3300055431 assembled Ga0505481_24422_1_309	null	hypothetical protein	Ga0505481_24422	309	30	5.31042069199985e-09	9	0	0	0
3300055431 assembled Ga0505481_06407_589_1059	null	hypothetical protein	Ga0505481_06407	471	121	1.40517564935019e-08	18	0	0	0
3300055431 assembled Ga0505481_22309_16_192	null	hypothetical protein	Ga0505481_22309	177	227	7.01485571749426e-08	126	0	0	0
3300055431 assembled Ga0505481_08526_12_830	null	hypothetical protein	Ga0505481_08526	819	1395	9.316578719536e-08	229	0	0	0
3300055431 assembled Ga0505481_22434_369_542	null	hypothetical protein	Ga0505481_22434	174	21	6.6014022740205e-09	17	0	0	0
3300055431 assembled Ga0505481_23163_1_534	null	hypothetical protein	Ga0505481_23163	534	42	4.30203743700212e-09	6	0	0	0
3300055431 assembled Ga0505481_13571_3_539	null	hypothetical protein	Ga0505481_13571	537	177	1.8028729913566e-08	45	0	0	0
3300055431 assembled Ga0505481_25060_149_511	null	hypothetical protein	Ga0505481_25060	363	79	1.19038273197804e-08	27	0	0	0
3300055431 assembled Ga0505481_05872_1_1110	null	hypothetical protein	Ga0505481_05872	1110	428	2.10905032239749e-08	47	38	1.87252131427814e-09	0
3300055431 assembled Ga0505481_23402_23_529	null	nucleolar GTP-binding protein	Ga0505481_23402	507	126	1.35934200672138e-08	34	0	0	0
3300055431 assembled Ga0505481_10396_3_122	null	hypothetical protein	Ga0505481_10396	120	30	1.36743332818996e-08	30	0	0	0
3300055431 assembled Ga0505481_20783_368_565	null	hypothetical protein	Ga0505481_20783	198	53	1.46412053321349e-08	29	0	0	0
3300055431 assembled Ga0505481_11956_604_771	null	ATP-dependent DNA helicase RecG	Ga0505481_11956	168	47	1.53022301011734e-08	29	0	0	0
3300055431 assembled Ga0505481_14973_3_563	null	hypothetical protein	Ga0505481_14973	561	199	1.9402440806403e-08	48	0	0	0
3300055431 assembled Ga0505481_23084_1_105	null	iron-sulfur cluster assembly protein	Ga0505481_23084	105	16	8.33483171468167e-09	10	0	0	0
3300055431 assembled Ga0505481_15623_2_664	null	hypothetical protein	Ga0505481_15623	663	36	2.96999093905512e-09	9	0	0	0
3300055431 assembled Ga0505481_09924_146_766	null	hypothetical protein	Ga0505481_09924	621	1612	1.4198405958404e-07	362	0	0	0
3300055431 assembled Ga0505481_04501_760_903	null	hypothetical protein	Ga0505481_04501	144	41	1.5573546237719e-08	19	0	0	0
3300055431 assembled Ga0505481_00397_1961_2950	null	hypothetical protein	Ga0505481_00397	990	160	8.83997303072298e-09	21	0	0	0
3300055431 assembled Ga0505481_12039_515_766	null	hypothetical protein	Ga0505481_12039	252	73	1.58448623742646e-08	34	0	0	0
3300055431 assembled Ga0505481_14801_368_550	null	hypothetical protein	Ga0505481_14801	183	14	4.18449543052666e-09	8	204	6.09740762733884e-08	88
3300055431 assembled Ga0505481_17828_126_566	null	plastocyanin	Ga0505481_17828	441	70	8.68211636946007e-09	13	0	0	0
3300055431 assembled Ga0505481_05253_3_164	null	hypothetical protein	Ga0505481_05253	162	1261	4.25761339962356e-07	484	0	0	0
3300055431 assembled Ga0505481_19300_106_513	null	hypothetical protein	Ga0505481_19300	408	86	1.15293398259154e-08	24	0	0	0
3300055431 assembled Ga0505481_17596_2_223	null	hypothetical protein	Ga0505481_17596	222	26	6.40599396989892e-09	4	0	0	0
3300055431 assembled Ga0505481_03859_450_1328	null	small subunit ribosomal protein SAe	Ga0505481_03859	879	629	3.9140639974129e-08	112	0	0	0
3300055431 assembled Ga0505481_20488_56_466	null	hypothetical protein	Ga0505481_20488	411	74	9.84818163367952e-09	19	0	0	0
3300055431 assembled Ga0505481_25571_1_363	null	hypothetical protein	Ga0505481_25571	363	30	4.52044075434698e-09	12	0	0	0
3300055431 assembled Ga0505481_22195_6_455	null	putative transcriptional regulator	Ga0505481_22195	450	90	1.09394666255197e-08	20	8	9.72397033379528e-10	0
3300055431 assembled Ga0505481_17081_2_556	null	NCK-associated protein 1	Ga0505481_17081	555	89	8.77128405109236e-09	24	0	0	0
3300055431 assembled Ga0505481_04659_65_895	null	hypothetical protein	Ga0505481_04659	831	207	1.36249674577772e-08	25	0	0	0
3300055431 assembled Ga0505481_00266_2073_3086	null	D-amino-acid oxidase	Ga0505481_00266	1014	1050	5.66392502800575e-08	120	339	1.828638651899e-08	0
3300055431 assembled Ga0505481_03456_643_1404	null	hypothetical protein	Ga0505481_03456	762	132	9.47512857328477e-09	26	0	0	0
3300055431 assembled Ga0505481_00774_2070_2246	null	hypothetical protein	Ga0505481_00774	177	4	1.23609792378754e-09	4	387	1.19592474126444e-07	125
3300055431 assembled Ga0505481_18905_291_596	null	preprotein translocase subunit SecF	Ga0505481_18905	306	42	7.50747709594488e-09	20	0	0	0
3300055431 assembled Ga0505481_08899_486_878	null	predicted amidohydrolase	Ga0505481_08899	393	100	1.39178964701268e-08	21	0	0	0
3300055431 assembled Ga0505481_08188_88_909	null	hypothetical protein	Ga0505481_08188	822	118	7.85192859982556e-09	18	0	0	0
3300055431 assembled Ga0505481_01530_1140_1730	null	serine/threonine protein kinase	Ga0505481_01530	591	544	5.03474606115288e-08	114	0	0	0
3300055431 assembled Ga0505481_10404_2_727	null	3-hydroxybutyrate dehydrogenase	Ga0505481_10404	726	93	7.00668316923782e-09	16	0	0	0
3300055431 assembled Ga0505481_02889_858_1115	null	hypothetical protein	Ga0505481_02889	258	94	1.9928485713156e-08	46	0	0	0
3300055431 assembled Ga0505481_12321_245_394	null	hypothetical protein	Ga0505481_12321	150	3427	1.24965173752187e-06	1663.5	2	7.29297775034646e-10	0
3300055431 assembled Ga0505481_00748_1160_2440	null	Ca2+/H+ antiporter	Ga0505481_00748	1281	1186	5.06409344959654e-08	86	4	1.70795731858231e-10	0
3300055431 assembled Ga0505481_11893_27_683	null	hypothetical protein	Ga0505481_11893	657	100	8.32531706660554e-09	21	0	0	0
3300055431 assembled Ga0505481_16824_105_635	null	nucleolar complex protein 3	Ga0505481_16824	531	206	2.12196810250194e-08	35	0	0	0
3300055431 assembled Ga0505481_12784_329_532	null	hypothetical protein	Ga0505481_12784	204	137	3.67330129337303e-08	56	5	1.34062090999016e-09	0
3300055431 assembled Ga0505481_24277_2_520	null	cathepsin B	Ga0505481_24277	519	59	6.21800126113354e-09	21	0	0	0
3300055431 assembled Ga0505481_20406_1_564	null	hypothetical protein	Ga0505481_20406	564	82	7.95244914266502e-09	21	0	0	0
3300055431 assembled Ga0505481_25897_104_502	null	Ca2+-binding EF-hand superfamily protein	Ga0505481_25897	399	36	4.93509772579835e-09	11	0	0	0
3300055431 assembled Ga0505481_20344_2_574	null	hypothetical protein	Ga0505481_20344	573	36	3.43648166246692e-09	8	0	0	0
3300055431 assembled Ga0505481_01630_967_1224	null	hypothetical protein	Ga0505481_01630	258	91	1.92924702116723e-08	30	60	1.27203100296741e-08	24
3300055431 assembled Ga0505481_00211_2953_3138	null	hypothetical protein	Ga0505481_00211	186	149	4.38166808387751e-08	97	24	7.05772040356109e-09	0
3300055431 assembled Ga0505481_03109_38_1402	null	hypothetical protein	Ga0505481_03109	1365	569	2.28005732964128e-08	39	0	0	0
3300055431 assembled Ga0505481_06226_985_1083	null	hypothetical protein	Ga0505481_06226	99	37	2.04424376335469e-08	37	0	0	0
3300055431 assembled Ga0505481_17269_13_627	null	elongation factor 1-alpha	Ga0505481_17269	615	133	1.18288541560497e-08	29	0	0	0
3300055431 assembled Ga0505481_00684_1636_2238	null	dihydrofolate reductase	Ga0505481_00684	603	28	2.53984299763309e-09	8	85	7.71023767138618e-09	24
3300055431 assembled Ga0505481_05348_55_474	null	hypothetical protein	Ga0505481_05348	420	146	1.90138348491175e-08	46	0	0	0
3300055431 assembled Ga0505481_09347_18_881	null	ATP-dependent RNA helicase DHX8/PRP22	Ga0505481_09347	864	182	1.1521891931971e-08	33	0	0	0
3300055431 assembled Ga0505481_17015_11_562	null	uridine kinase	Ga0505481_17015	552	43	4.26084297914263e-09	12	0	0	0
3300055431 assembled Ga0505481_01598_1305_1577	null	hypothetical protein	Ga0505481_01598	273	283	5.67008984436277e-08	107	61	1.22217484277784e-08	34
3300055431 assembled Ga0505481_26049_82_459	null	hypothetical protein	Ga0505481_26049	378	97	1.40360881306271e-08	23	0	0	0
3300055431 assembled Ga0505481_12550_86_565	null	signal recognition particle subunit SRP19	Ga0505481_12550	480	126	1.43580499459946e-08	27	0	0	0
3300055431 assembled Ga0505481_09282_47_835	null	20S proteasome subunit alpha 2	Ga0505481_09282	789	257	1.78164950745156e-08	40	0	0	0
3300055431 assembled Ga0505481_19969_1_579	null	hypothetical protein	Ga0505481_19969	579	53	5.006837056585e-09	13	0	0	0
3300055431 assembled Ga0505481_15871_14_658	null	elongation factor 2	Ga0505481_15871	645	134	1.13634769598422e-08	34	0	0	0
3300055431 assembled Ga0505481_06927_537_656	null	hypothetical protein	Ga0505481_06927	120	93	4.23904331738888e-08	48	0	0	0
3300055431 assembled Ga0505481_17150_229_630	null	hypothetical protein	Ga0505481_17150	402	52	7.07527692197791e-09	19	0	0	0
3300055431 assembled Ga0505481_23911_130_471	null	fructose-1,6-bisphosphatase I	Ga0505481_23911	342	100	1.59933722595317e-08	35	0	0	0
3300055431 assembled Ga0505481_23010_1_336	null	hypothetical protein	Ga0505481_23010	336	8	1.30231745541901e-09	2	24	3.90695236625703e-09	4
3300055431 assembled Ga0505481_23356_13_414	null	hypothetical protein	Ga0505481_23356	402	86	1.17014195248096e-08	25	0	0	0
3300055431 assembled Ga0505481_13727_186_713	null	hypothetical protein	Ga0505481_13727	528	398	4.12301867136064e-08	88	0	0	0
3300055431 assembled Ga0505481_04054_3_647	null	CBS domain-containing protein	Ga0505481_04054	645	163	1.38227368989125e-08	31	0	0	0
3300055431 assembled Ga0505481_01945_2_1204	null	nucleotide-binding universal stress UspA family protein	Ga0505481_01945	1203	399	1.81415094911985e-08	41	0	0	0
3300055431 assembled Ga0505481_22602_3_530	null	hypothetical protein	Ga0505481_22602	528	76	7.87310098048765e-09	21	0	0	0
3300055431 assembled Ga0505481_01980_20_244	null	hypothetical protein	Ga0505481_01980	225	28	6.80677923365669e-09	18	1	2.43099258344882e-10	0
3300055431 assembled Ga0505481_02524_970_1170	null	spore maturation protein SpmB	Ga0505481_02524	201	464	1.2626648045376e-07	207	0	0	0
3300055431 assembled Ga0505481_05396_137_961	null	LPXTG-motif cell wall-anchored protein	Ga0505481_05396	825	186	1.23317623778586e-08	24	0	0	0
3300055431 assembled Ga0505481_02020_44_184	null	hypothetical protein	Ga0505481_02020	141	50	1.93962174211342e-08	20	0	0	0
3300055431 assembled Ga0505481_20894_2_550	null	actin-related protein	Ga0505481_20894	549	223	2.22176781192249e-08	69	0	0	0
3300055431 assembled Ga0505481_06970_318_992	null	hypothetical protein	Ga0505481_06970	675	2587	2.09632593779403e-07	480	0	0	0
3300055431 assembled Ga0505481_24074_133_522	null	hypothetical protein	Ga0505481_24074	390	82	1.15004649140079e-08	20	0	0	0
3300055431 assembled Ga0505481_04283_685_1281	null	hypothetical protein	Ga0505481_04283	597	98	8.97879170268785e-09	19	0	0	0
3300055431 assembled Ga0505481_05707_810_1124	null	EpsD family peptidyl-prolyl cis-trans isomerase	Ga0505481_05707	315	89	1.54541671376389e-08	28	2	3.47284654778403e-10	0
3300055431 assembled Ga0505481_09303_81_875	null	hypothetical protein	Ga0505481_09303	795	502	3.45384417988106e-08	75	0	0	0
3300055431 assembled Ga0505481_11583_511_783	null	hypothetical protein	Ga0505481_11583	273	228	4.56812892054668e-08	80	0	0	0
3300055431 assembled Ga0505481_19620_1_75	null	hypothetical protein	Ga0505481_19620	75	12	8.75157330041575e-09	12	0	0	0
3300055431 assembled Ga0505481_26212_3_242	null	hypothetical protein	Ga0505481_26212	240	17	3.87439442987156e-09	9	0	0	0
3300055431 assembled Ga0505481_08826_16_216	null	hypothetical protein	Ga0505481_08826	201	33	8.98015917020273e-09	18	0	0	0
3300055431 assembled Ga0505481_11368_95_790	null	hypothetical protein	Ga0505481_11368	696	159	1.24955114472531e-08	31	0	0	0
3300055431 assembled Ga0505481_00059_2575_4125	null	hypothetical protein	Ga0505481_00059	1551	430	1.51643154383413e-08	25	10	3.52658498566076e-10	0
3300055431 assembled Ga0505481_00031_2824_5331	null	hypothetical protein	Ga0505481_00031	2508	3280	7.15339922880873e-08	165	10	2.18091439902705e-10	0
3300055431 assembled Ga0505481_01444_1447_1956	null	hypothetical protein	Ga0505481_01444	510	175	1.87686927398622e-08	19	0	0	0
3300055431 assembled Ga0505481_05062_122_1060	null	programmed cell death 6-interacting protein	Ga0505481_05062	939	370	2.15527297733881e-08	44	0	0	0
3300055431 assembled Ga0505481_22612_3_503	null	hypothetical protein	Ga0505481_22612	501	36	3.93034729060588e-09	10	0	0	0
3300055431 assembled Ga0505481_17917_2_613	null	S-adenosylmethionine synthetase	Ga0505481_17917	612	73	6.52435509528543e-09	15	0	0	0
3300055431 assembled Ga0505481_12711_562_741	null	hypothetical protein	Ga0505481_12711	180	50	1.51937036465551e-08	38	0	0	0
3300055431 assembled Ga0505481_00376_2466_2636	null	hypothetical protein	Ga0505481_00376	171	254	8.12463310784211e-08	137	0	0	0
3300055431 assembled Ga0505481_13268_3_725	null	hypothetical protein	Ga0505481_13268	723	66	4.9931175469177e-09	14	0	0	0
3300055431 assembled Ga0505481_01566_26_673	null	hypothetical protein	Ga0505481_01566	648	849	7.16636355329183e-08	141	0	0	0
3300055431 assembled Ga0505481_20982_221_562	null	phosphatidylethanolamine-binding protein (PEBP) family uncharacterized protein	Ga0505481_20982	342	28	4.47814423266888e-09	10	0	0	0
3300055431 assembled Ga0505481_01930_492_755	null	hypothetical protein	Ga0505481_01930	264	6	1.24312120744542e-09	0	2864	5.9338318968728e-07	1053
3300055431 assembled Ga0505481_13888_409_708	null	RIP metalloprotease RseP	Ga0505481_13888	300	82	1.49506043882102e-08	41	0	0	0
3300055431 assembled Ga0505481_07812_1_969	null	hypothetical protein	Ga0505481_07812	969	8	4.51577569680895e-10	0	163	9.20089298224824e-09	17
3300055431 assembled Ga0505481_23723_3_527	null	hypothetical protein	Ga0505481_23723	525	72	7.5013485432135e-09	22	0	0	0
3300055431 assembled Ga0505481_11955_1_771	null	omega-6 fatty acid desaturase (delta-12 desaturase)	Ga0505481_11955	771	280	1.98641417324612e-08	52	0	0	0
3300055431 assembled Ga0505481_11418_1_765	null	glucose-6-phosphate isomerase	Ga0505481_11418	765	255	1.82324443758661e-08	49	0	0	0
3300055431 assembled Ga0505481_10410_2_349	null	hypothetical protein	Ga0505481_10410	348	77	1.21025708357043e-08	29	0	0	0
3300055431 assembled Ga0505481_25454_3_485	null	hypothetical protein	Ga0505481_25454	483	36	4.07681986044212e-09	12	0	0	0
3300055431 assembled Ga0505481_08830_218_880	null	uncharacterized membrane protein YidH (DUF202 family)	Ga0505481_08830	663	13857	1.1431990122913e-06	2530	39	3.21749018397638e-09	4
3300055431 assembled Ga0505481_25206_425_511	null	hypothetical protein	Ga0505481_25206	87	4	2.51481991391257e-09	4	0	0	0
3300055431 assembled Ga0505481_04560_653_1222	null	F-type H+-transporting ATPase subunit delta	Ga0505481_04560	570	1974	1.89425501041894e-07	549.5	0	0	0
3300055431 assembled Ga0505481_08858_449_559	null	hypothetical protein	Ga0505481_08858	111	34	1.67541380751202e-08	29	0	0	0
3300055431 assembled Ga0505481_20341_9_572	null	aryl-alcohol dehydrogenase-like predicted oxidoreductase	Ga0505481_20341	564	32	3.10339478738147e-09	10	0	0	0
3300055431 assembled Ga0505481_08624_416_919	null	predicted esterase	Ga0505481_08624	504	41	4.44958463934829e-09	9	0	0	0
3300055431 assembled Ga0505481_18832_512_598	null	hypothetical protein	Ga0505481_18832	87	7	4.400934849347e-09	3	0	0	0
3300055431 assembled Ga0505481_10386_3_830	null	hypothetical protein	Ga0505481_10386	828	178	1.17586054308122e-08	35	2	1.32119162143958e-10	0
3300055431 assembled Ga0505481_15034_194_664	null	light-harvesting complex II chlorophyll a/b binding protein 1	Ga0505481_15034	471	68	7.89685488891018e-09	20	0	0	0
3300055431 assembled Ga0505481_02866_163_1470	null	nocturnin	Ga0505481_02866	1308	371	1.55143047326751e-08	33	0	0	0
3300055431 assembled Ga0505481_08740_2_424	null	uncharacterized membrane protein YqjE	Ga0505481_08740	423	118	1.52583577046256e-08	33	0	0	0
3300055431 assembled Ga0505481_03886_93_509	null	hypothetical protein	Ga0505481_03886	417	340	4.4597345955356e-08	60	0	0	0
3300055431 assembled Ga0505481_14737_3_170	null	hypothetical protein	Ga0505481_14737	168	58	1.88836031035757e-08	54	0	0	0
3300055431 assembled Ga0505481_00900_22_2193	null	SpoVK/Ycf46/Vps4 family AAA+-type ATPase	Ga0505481_00900	2172	795	2.00204327055436e-08	32	4	1.00731736883238e-10	0
3300055431 assembled Ga0505481_00675_1223_2386	null	omega-6 fatty acid desaturase (delta-12 desaturase)	Ga0505481_00675	1164	1896	8.90946250944387e-08	187	0	0	0
3300055431 assembled Ga0505481_07138_30_773	null	membrane-associated progesterone receptor component	Ga0505481_07138	744	318	2.33786988367961e-08	51	0	0	0
3300055431 assembled Ga0505481_21563_2_550	null	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	Ga0505481_21563	549	84	8.36899086105331e-09	19	0	0	0
3300055431 assembled Ga0505481_01023_942_1607	null	hypothetical protein	Ga0505481_01023	666	166	1.363326921799e-08	30	0	0	0
3300055431 assembled Ga0505481_01250_488_1408	null	nitric oxide synthase-interacting protein	Ga0505481_01250	921	449	2.66656922630746e-08	42	0	0	0
3300055431 assembled Ga0505481_16485_535_642	null	hypothetical protein	Ga0505481_16485	108	25	1.26614197054626e-08	17	0	0	0
3300055431 assembled Ga0505481_08533_3_887	null	hypothetical protein	Ga0505481_08533	885	170	1.0506832352194e-08	33	0	0	0
